drugname1	drugname2	cell_line	synergy	fold	drug1_fold	drug2_fold	cell_fold
ETOPOSIDE	GELDANAMYCIN	NCIH520	-0.8649999999999998	8	2	3	1
ETOPOSIDE	MK-2206	NCIH520	-2.215	8	2	0	1
ETOPOSIDE	MK-8669	NCIH520	0.8799999999999999	2	2	4	1
ETOPOSIDE	PD325901	NCIH520	-0.345	9	2	9	1
ETOPOSIDE	TEMOZOLOMIDE	NCIH520	-1.8625000000000005	8	2	3	1
GELDANAMYCIN	BEZ-235	NCIH520	-0.2225	5	3	3	1
GELDANAMYCIN	DINACICLIB	NCIH520	1.4675	9	3	9	1
GELDANAMYCIN	MK-8776	NCIH520	-0.855	3	3	5	1
GELDANAMYCIN	SN-38	NCIH520	0.5875	0	3	0	1
GELDANAMYCIN	SORAFENIB	NCIH520	0.7475	7	3	1	1
GEMCITABINE	ABT-888	NCIH520	2.9750000000000005	6	4	1	1
GEMCITABINE	GELDANAMYCIN	NCIH520	-0.98	1	4	3	1
GEMCITABINE	MK-2206	NCIH520	1.8275	5	4	0	1
GEMCITABINE	SORAFENIB	NCIH520	2.0325	1	4	1	1
L778123	ABT-888	NCIH520	0.5025	4	5	1	1
L778123	BORTEZOMIB	NCIH520	1.1949999999999998	7	5	4	1
L778123	DINACICLIB	NCIH520	2.5425	7	5	9	1
L778123	ETOPOSIDE	NCIH520	-0.37	1	5	2	1
L778123	GELDANAMYCIN	NCIH520	-1.2824999999999998	7	5	3	1
L778123	MK-2206	NCIH520	2.4525	7	5	0	1
L778123	MK-4827	NCIH520	1.435	8	5	2	1
L778123	MK-5108	NCIH520	-2.56	1	5	3	1
L778123	MK-8776	NCIH520	-0.0725	3	5	5	1
L778123	OXALIPLATIN	NCIH520	-1.7725	7	5	7	1
L778123	TEMOZOLOMIDE	NCIH520	0.7	1	5	3	1
L778123	TOPOTECAN	NCIH520	0.7725	7	5	4	1
LAPATINIB	ABT-888	NCIH520	-0.6449999999999999	2	6	1	1
LAPATINIB	BORTEZOMIB	NCIH520	2.625	1	6	4	1
LAPATINIB	DASATINIB	NCIH520	2.9725	0	6	7	1
LAPATINIB	GELDANAMYCIN	NCIH520	3.1025	7	6	3	1
LAPATINIB	MK-2206	NCIH520	-3.1600000000000006	6	6	0	1
LAPATINIB	MK-5108	NCIH520	-2.4624999999999995	2	6	3	1
LAPATINIB	MK-8669	NCIH520	1.4275	4	6	4	1
LAPATINIB	SN-38	NCIH520	0.9925	2	6	0	1
METFORMIN	ABT-888	NCIH520	-2.7	4	7	1	1
METFORMIN	BORTEZOMIB	NCIH520	0.9825	3	7	4	1
METFORMIN	DASATINIB	NCIH520	0.12	1	7	7	1
METFORMIN	DINACICLIB	NCIH520	-0.5150000000000001	0	7	9	1
METFORMIN	ERLOTINIB	NCIH520	-2.7575000000000003	7	7	1	1
METFORMIN	LAPATINIB	NCIH520	-0.595	6	7	6	1
METFORMIN	MK-2206	NCIH520	-1.83	2	7	0	1
METFORMIN	MK-4827	NCIH520	-0.905	9	7	2	1
METFORMIN	MK-5108	NCIH520	0.2999999999999997	2	7	3	1
METFORMIN	MK-8669	NCIH520	0.5775000000000001	1	7	4	1
METFORMIN	PD325901	NCIH520	0.9574999999999998	7	7	9	1
METHOTREXATE	ABT-888	NCIH520	1.29	6	8	1	1
METHOTREXATE	BEZ-235	NCIH520	0.92	1	8	3	1
METHOTREXATE	BORTEZOMIB	NCIH520	-0.765	0	8	4	1
METHOTREXATE	ERLOTINIB	NCIH520	1.6075	3	8	1	1
METHOTREXATE	L778123	NCIH520	-1.8225	2	8	5	1
METHOTREXATE	LAPATINIB	NCIH520	-2.8525000000000005	1	8	6	1
METHOTREXATE	MK-8669	NCIH520	-1.9425	9	8	4	1
METHOTREXATE	MK-8776	NCIH520	-2.7350000000000003	4	8	5	1
METHOTREXATE	SORAFENIB	NCIH520	1.1575000000000002	6	8	1	1
METHOTREXATE	SUNITINIB	NCIH520	-1.0175	4	8	2	1
METHOTREXATE	TEMOZOLOMIDE	NCIH520	-1.93	7	8	3	1
METHOTREXATE	ZOLINZA	NCIH520	1.8775	7	8	7	1
MITOMYCINE	ABT-888	NCIH520	1.2175	2	9	1	1
MITOMYCINE	AZD1775	NCIH520	0.7375	2	9	2	1
MITOMYCINE	BEZ-235	NCIH520	-0.575	5	9	3	1
MITOMYCINE	BORTEZOMIB	NCIH520	-2.3600000000000003	5	9	4	1
MITOMYCINE	DASATINIB	NCIH520	-1.385	3	9	7	1
MITOMYCINE	DINACICLIB	NCIH520	-0.52	5	9	9	1
MITOMYCINE	LAPATINIB	NCIH520	0.85	4	9	6	1
MITOMYCINE	MK-8669	NCIH520	-2.315	9	9	4	1
MITOMYCINE	PD325901	NCIH520	-0.8175	8	9	9	1
MITOMYCINE	SUNITINIB	NCIH520	-0.495	4	9	2	1
MITOMYCINE	TEMOZOLOMIDE	NCIH520	-0.835	6	9	3	1
MK-2206	ABT-888	NCIH520	-1.135	5	0	1	1
MK-2206	BEZ-235	NCIH520	-1.5025	4	0	3	1
MK-2206	DASATINIB	NCIH520	-2.51	8	0	7	1
MK-2206	DINACICLIB	NCIH520	-2.2525	1	0	9	1
MK-2206	ERLOTINIB	NCIH520	0.5425	9	0	1	1
MK-2206	MK-8669	NCIH520	-1.3475	7	0	4	1
MK-2206	MK-8776	NCIH520	-0.0524999999999999	6	0	5	1
MK-2206	SN-38	NCIH520	-1.58	9	0	0	1
MK-2206	SORAFENIB	NCIH520	1.8075	3	0	1	1
MK-2206	TOPOTECAN	NCIH520	-2.07	6	0	4	1
MK-4541	5-FU	NCIH520	-3.0275	4	1	0	1
MK-4541	BORTEZOMIB	NCIH520	0.0549999999999997	3	1	4	1
MK-4541	DASATINIB	NCIH520	-0.9125	8	1	7	1
MK-4541	DEXAMETHASONE	NCIH520	2.7225	2	1	8	1
MK-4541	DINACICLIB	NCIH520	0.4975	6	1	9	1
MK-4541	DOXORUBICIN	NCIH520	-0.3299999999999999	2	1	0	1
MK-4541	ERLOTINIB	NCIH520	1.5074999999999998	3	1	1	1
MK-4541	ETOPOSIDE	NCIH520	-0.7275	5	1	2	1
MK-4541	GELDANAMYCIN	NCIH520	1.475	7	1	3	1
MK-4541	L778123	NCIH520	3.05	5	1	5	1
MK-4541	LAPATINIB	NCIH520	0.6275	5	1	6	1
MK-4541	MITOMYCINE	NCIH520	-3.09	9	1	9	1
MK-4541	MK-2206	NCIH520	2.2725000000000004	8	1	0	1
MK-4541	MK-4827	NCIH520	-1.7450000000000003	2	1	2	1
MK-4541	MK-8669	NCIH520	-1.3275	4	1	4	1
MK-4541	MRK-003	NCIH520	0.5575000000000002	7	1	6	1
MK-4541	OXALIPLATIN	NCIH520	-2.35	7	1	7	1
MK-4541	PACLITAXEL	NCIH520	-1.2925	0	1	8	1
MK-4541	PD325901	NCIH520	3.6525	3	1	9	1
MK-4541	SN-38	NCIH520	-1.3075	7	1	0	1
MK-4541	TOPOTECAN	NCIH520	2.01	1	1	4	1
MK-4541	VINORELBINE	NCIH520	-2.43	6	1	6	1
MK-4827	BORTEZOMIB	NCIH520	-1.9175	3	2	4	1
MK-4827	DASATINIB	NCIH520	1.52	1	2	7	1
MK-4827	DINACICLIB	NCIH520	-2.645	9	2	9	1
MK-4827	ERLOTINIB	NCIH520	0.8574999999999999	0	2	1	1
MK-4827	MK-2206	NCIH520	-1.0225	8	2	0	1
MK-4827	MK-8669	NCIH520	-0.7475	6	2	4	1
MK-4827	OXALIPLATIN	NCIH520	-2.7325	2	2	7	1
MK-4827	PD325901	NCIH520	-1.03	7	2	9	1
MK-4827	TOPOTECAN	NCIH520	0.4325000000000001	9	2	4	1
MK-5108	ABT-888	NCIH520	-1.4425	5	3	1	1
MK-5108	BORTEZOMIB	NCIH520	-1.6625	8	3	4	1
MK-5108	DASATINIB	NCIH520	-1.485	0	3	7	1
MK-5108	ERLOTINIB	NCIH520	0.0874999999999999	8	3	1	1
MK-5108	MK-2206	NCIH520	-1.6725	0	3	0	1
MK-5108	MK-8669	NCIH520	1.0725	4	3	4	1
MK-5108	PD325901	NCIH520	-0.98	9	3	9	1
MK-5108	SORAFENIB	NCIH520	1.64	2	3	1	1
MK-8669	DINACICLIB	NCIH520	-0.6799999999999999	4	4	9	1
MK-8669	GELDANAMYCIN	NCIH520	-0.16	2	4	3	1
MK-8669	SN-38	NCIH520	-2.28	6	4	0	1
MK-8669	TOPOTECAN	NCIH520	-0.0999999999999999	5	4	4	1
MRK-003	ABT-888	NCIH520	2.7675	5	6	1	1
MRK-003	BORTEZOMIB	NCIH520	0.5075000000000001	1	6	4	1
MRK-003	CYCLOPHOSPHAMIDE	NCIH520	3.405	6	6	6	1
MRK-003	DASATINIB	NCIH520	3.6075	2	6	7	1
MRK-003	DINACICLIB	NCIH520	-0.2950000000000001	3	6	9	1
MRK-003	ERLOTINIB	NCIH520	0.835	7	6	1	1
MRK-003	ETOPOSIDE	NCIH520	-2.2675	8	6	2	1
MRK-003	L778123	NCIH520	0.4875	3	6	5	1
MRK-003	METFORMIN	NCIH520	0.7	5	6	7	1
MRK-003	MK-2206	NCIH520	1.5749999999999995	8	6	0	1
MRK-003	MK-4827	NCIH520	0.3624999999999999	0	6	2	1
MRK-003	MK-8776	NCIH520	-1.5625	5	6	5	1
MRK-003	PACLITAXEL	NCIH520	0.3549999999999999	1	6	8	1
MRK-003	PD325901	NCIH520	3.075	4	6	9	1
MRK-003	SN-38	NCIH520	-3.095	5	6	0	1
MRK-003	TEMOZOLOMIDE	NCIH520	-1.1224999999999998	2	6	3	1
MRK-003	TOPOTECAN	NCIH520	-0.1649999999999999	1	6	4	1
MRK-003	VINBLASTINE	NCIH520	0.57	5	6	5	1
OXALIPLATIN	DINACICLIB	NCIH520	-1.8725	5	7	9	1
OXALIPLATIN	MK-8776	NCIH520	-2.8875	3	7	5	1
PACLITAXEL	ABT-888	NCIH520	0.9475	4	8	1	1
PACLITAXEL	AZD1775	NCIH520	3.165	0	8	2	1
PACLITAXEL	BEZ-235	NCIH520	0.7775	4	8	3	1
PACLITAXEL	BORTEZOMIB	NCIH520	-1.8325	6	8	4	1
PACLITAXEL	DASATINIB	NCIH520	-0.615	0	8	7	1
PACLITAXEL	DINACICLIB	NCIH520	-0.1524999999999999	9	8	9	1
PACLITAXEL	ERLOTINIB	NCIH520	-1.11	3	8	1	1
PACLITAXEL	L778123	NCIH520	-1.6525	5	8	5	1
PACLITAXEL	LAPATINIB	NCIH520	-0.6175000000000002	8	8	6	1
PACLITAXEL	MK-2206	NCIH520	-0.04	4	8	0	1
PACLITAXEL	MK-5108	NCIH520	0.935	9	8	3	1
PACLITAXEL	MK-8669	NCIH520	2.0275	8	8	4	1
PACLITAXEL	PD325901	NCIH520	-0.1525	3	8	9	1
PACLITAXEL	SORAFENIB	NCIH520	0.9025	0	8	1	1
PACLITAXEL	TEMOZOLOMIDE	NCIH520	-0.2524999999999997	9	8	3	1
PD325901	BORTEZOMIB	NCIH520	1.025	2	9	4	1
PD325901	DINACICLIB	NCIH520	-0.43	0	9	9	1
PD325901	GELDANAMYCIN	NCIH520	-3.18	7	9	3	1
PD325901	OXALIPLATIN	NCIH520	-2.3800000000000003	1	9	7	1
PD325901	SN-38	NCIH520	1.9825	9	9	0	1
PD325901	TOPOTECAN	NCIH520	0.02	3	9	4	1
SN-38	DINACICLIB	NCIH520	0.1	2	0	9	1
SN-38	MK-8776	NCIH520	2.8275	1	0	5	1
SORAFENIB	DINACICLIB	NCIH520	3.35	0	1	9	1
SUNITINIB	GELDANAMYCIN	NCIH520	2.51	2	2	3	1
SUNITINIB	MK-5108	NCIH520	2.97	1	2	3	1
SUNITINIB	OXALIPLATIN	NCIH520	-2.165	9	2	7	1
SUNITINIB	TOPOTECAN	NCIH520	-0.9175	0	2	4	1
TEMOZOLOMIDE	AZD1775	NCIH520	1.89	7	3	2	1
TEMOZOLOMIDE	BORTEZOMIB	NCIH520	-0.8624999999999999	0	3	4	1
TEMOZOLOMIDE	DASATINIB	NCIH520	-2.745	2	3	7	1
TEMOZOLOMIDE	DINACICLIB	NCIH520	-1.9425	1	3	9	1
TEMOZOLOMIDE	LAPATINIB	NCIH520	2.6625	9	3	6	1
TEMOZOLOMIDE	MK-8776	NCIH520	2.415	1	3	5	1
TEMOZOLOMIDE	PD325901	NCIH520	1.8775	4	3	9	1
TEMOZOLOMIDE	TOPOTECAN	NCIH520	-0.5549999999999999	4	3	4	1
TOPOTECAN	BEZ-235	NCIH520	0.3475	9	4	3	1
TOPOTECAN	DINACICLIB	NCIH520	-0.8075	7	4	9	1
TOPOTECAN	MK-8776	NCIH520	1.7975	7	4	5	1
VINBLASTINE	BEZ-235	NCIH520	2.5475000000000003	0	5	3	1
VINBLASTINE	BORTEZOMIB	NCIH520	-0.96	0	5	4	1
VINBLASTINE	L778123	NCIH520	3.31	0	5	5	1
VINBLASTINE	LAPATINIB	NCIH520	-1.185	5	5	6	1
VINBLASTINE	MK-5108	NCIH520	-2.4375	3	5	3	1
VINBLASTINE	PD325901	NCIH520	-0.9875000000000002	8	5	9	1
VINBLASTINE	SORAFENIB	NCIH520	2.465	7	5	1	1
VINBLASTINE	ZOLINZA	NCIH520	1.5375	2	5	7	1
VINORELBINE	AZD1775	NCIH520	1.7875	1	6	2	1
VINORELBINE	BEZ-235	NCIH520	0.755	5	6	3	1
VINORELBINE	BORTEZOMIB	NCIH520	-1.235	9	6	4	1
VINORELBINE	DINACICLIB	NCIH520	-0.3075	9	6	9	1
VINORELBINE	ERLOTINIB	NCIH520	2.065	9	6	1	1
VINORELBINE	LAPATINIB	NCIH520	-1.1075	6	6	6	1
VINORELBINE	MK-2206	NCIH520	-2.96	8	6	0	1
VINORELBINE	MK-8669	NCIH520	0.1825	2	6	4	1
VINORELBINE	MK-8776	NCIH520	-2.1100000000000003	4	6	5	1
VINORELBINE	SORAFENIB	NCIH520	-1.28	5	6	1	1
VINORELBINE	ZOLINZA	NCIH520	2.8825000000000003	4	6	7	1
ZOLINZA	DASATINIB	NCIH520	0.235	7	7	7	1
ZOLINZA	DINACICLIB	NCIH520	-0.1449999999999999	9	7	9	1
ZOLINZA	GELDANAMYCIN	NCIH520	0.8674999999999999	2	7	3	1
ZOLINZA	MK-2206	NCIH520	3.015	8	7	0	1
ZOLINZA	OXALIPLATIN	NCIH520	2.3800000000000003	1	7	7	1
5-FU	DASATINIB	NCIH520	-3.425	2	0	7	1
5-FU	GELDANAMYCIN	NCIH520	-5.165	9	0	3	1
5-FU	MK-2206	NCIH520	-5.37	9	0	0	1
5-FU	MK-8669	NCIH520	-4.075	8	0	4	1
ABT-888	OXALIPLATIN	NCIH520	-6.925	8	1	7	1
ABT-888	TOPOTECAN	NCIH520	-3.9425	5	1	4	1
AZD1775	OXALIPLATIN	NCIH520	-4.8275	8	2	7	1
BORTEZOMIB	GELDANAMYCIN	NCIH520	-4.0425	5	4	3	1
BORTEZOMIB	SN-38	NCIH520	-3.3875	4	4	0	1
CARBOPLATIN	ABT-888	NCIH520	-4.352499999999999	6	5	1	1
CARBOPLATIN	DINACICLIB	NCIH520	-3.68	5	5	9	1
CARBOPLATIN	GELDANAMYCIN	NCIH520	-5.3575	0	5	3	1
CARBOPLATIN	MK-2206	NCIH520	-6.612500000000001	8	5	0	1
CARBOPLATIN	MK-5108	NCIH520	-7.065	4	5	3	1
CARBOPLATIN	TEMOZOLOMIDE	NCIH520	-6.5275	5	5	3	1
DASATINIB	GELDANAMYCIN	NCIH520	-11.8875	9	7	3	1
DASATINIB	OXALIPLATIN	NCIH520	-8.6525	0	7	7	1
DEXAMETHASONE	GELDANAMYCIN	NCIH520	-4.109999999999999	4	8	3	1
DEXAMETHASONE	TEMOZOLOMIDE	NCIH520	-4.5775	6	8	3	1
DOXORUBICIN	ABT-888	NCIH520	-4.055000000000001	6	0	1	1
DOXORUBICIN	GELDANAMYCIN	NCIH520	-10.5525	1	0	3	1
DOXORUBICIN	L778123	NCIH520	-10.677500000000002	9	0	5	1
DOXORUBICIN	LAPATINIB	NCIH520	-3.5025000000000004	5	0	6	1
DOXORUBICIN	MK-2206	NCIH520	-4.859999999999999	8	0	0	1
DOXORUBICIN	MK-5108	NCIH520	-14.0425	3	0	3	1
DOXORUBICIN	PD325901	NCIH520	-11.0925	3	0	9	1
DOXORUBICIN	SORAFENIB	NCIH520	-4.095	4	0	1	1
ERLOTINIB	OXALIPLATIN	NCIH520	-7.395	4	1	7	1
ETOPOSIDE	MK-5108	NCIH520	-6.050000000000001	3	2	3	1
GELDANAMYCIN	OXALIPLATIN	NCIH520	-6.9975	7	3	7	1
GELDANAMYCIN	TOPOTECAN	NCIH520	-4.65	5	3	4	1
L778123	SN-38	NCIH520	-3.3875	3	5	0	1
L778123	VINORELBINE	NCIH520	-8.8625	1	5	6	1
LAPATINIB	MK-8776	NCIH520	-4.6850000000000005	3	6	5	1
LAPATINIB	OXALIPLATIN	NCIH520	-6.4525	7	6	7	1
LAPATINIB	TOPOTECAN	NCIH520	-3.6025	1	6	4	1
METFORMIN	GELDANAMYCIN	NCIH520	-3.4225000000000003	2	7	3	1
METFORMIN	MK-8776	NCIH520	-3.7925	3	7	5	1
METFORMIN	TEMOZOLOMIDE	NCIH520	-3.9075	8	7	3	1
METHOTREXATE	AZD1775	NCIH520	-3.575	3	8	2	1
METHOTREXATE	DASATINIB	NCIH520	-9.0625	6	8	7	1
METHOTREXATE	GELDANAMYCIN	NCIH520	-4.9175	8	8	3	1
METHOTREXATE	MK-2206	NCIH520	-7.865	7	8	0	1
METHOTREXATE	MK-4827	NCIH520	-6.6175	4	8	2	1
METHOTREXATE	MK-5108	NCIH520	-4.2925	8	8	3	1
MITOMYCINE	ERLOTINIB	NCIH520	-19.73	7	9	1	1
MITOMYCINE	GELDANAMYCIN	NCIH520	-8.435	8	9	3	1
MITOMYCINE	L778123	NCIH520	-15.0575	2	9	5	1
MITOMYCINE	MK-2206	NCIH520	-3.5475	3	9	0	1
MITOMYCINE	MK-4827	NCIH520	-3.5	9	9	2	1
MITOMYCINE	MK-5108	NCIH520	-12.23	9	9	3	1
MITOMYCINE	SORAFENIB	NCIH520	-20.0275	0	9	1	1
MK-2206	BORTEZOMIB	NCIH520	-3.7325	9	0	4	1
MK-2206	GELDANAMYCIN	NCIH520	-13.515	1	0	3	1
MK-2206	OXALIPLATIN	NCIH520	-12.3825	9	0	7	1
MK-2206	PD325901	NCIH520	-3.4200000000000004	4	0	9	1
MK-4541	CARBOPLATIN	NCIH520	-8.415000000000001	5	1	5	1
MK-4541	METFORMIN	NCIH520	-5.08	4	1	7	1
MK-4541	METHOTREXATE	NCIH520	-3.7825	9	1	8	1
MK-4541	MK-8776	NCIH520	-5.500000000000001	5	1	5	1
MK-4541	TEMOZOLOMIDE	NCIH520	-5.362500000000001	2	1	3	1
MK-4541	VINBLASTINE	NCIH520	-11.7025	7	1	5	1
MK-4827	ABT-888	NCIH520	-6.4475	4	2	1	1
MK-4827	GELDANAMYCIN	NCIH520	-4.5725	6	2	3	1
MK-5108	DINACICLIB	NCIH520	-5.3025	2	3	9	1
MK-5108	GELDANAMYCIN	NCIH520	-5.5775	6	3	3	1
MK-5108	MK-4827	NCIH520	-7.705000000000001	7	3	2	1
MK-5108	MK-8776	NCIH520	-9.025	4	3	5	1
MK-5108	OXALIPLATIN	NCIH520	-8.037500000000001	2	3	7	1
MK-5108	SN-38	NCIH520	-11.4575	0	3	0	1
MK-5108	TOPOTECAN	NCIH520	-5.797499999999999	3	3	4	1
MK-8669	MK-8776	NCIH520	-3.975	4	4	5	1
MK-8669	OXALIPLATIN	NCIH520	-8.3575	8	4	7	1
MRK-003	5-FU	NCIH520	-7.077500000000001	0	6	0	1
MRK-003	CARBOPLATIN	NCIH520	-4.29	6	6	5	1
MRK-003	DOXORUBICIN	NCIH520	-8.35	0	6	0	1
MRK-003	GELDANAMYCIN	NCIH520	-5.105	9	6	3	1
MRK-003	METHOTREXATE	NCIH520	-4.23	5	6	8	1
MRK-003	MITOMYCINE	NCIH520	-6.9525	2	6	9	1
MRK-003	MK-5108	NCIH520	-3.865	6	6	3	1
MRK-003	OXALIPLATIN	NCIH520	-12.2575	6	6	7	1
MRK-003	VINORELBINE	NCIH520	-3.5075	0	6	6	1
OXALIPLATIN	SORAFENIB	NCIH520	-3.595	1	7	1	1
PACLITAXEL	GELDANAMYCIN	NCIH520	-8.08	1	8	3	1
PACLITAXEL	MK-4827	NCIH520	-8.3275	6	8	2	1
PACLITAXEL	MK-8776	NCIH520	-6.220000000000001	9	8	5	1
PD325901	DASATINIB	NCIH520	-17.4175	1	9	7	1
PD325901	MK-8776	NCIH520	-5.664999999999999	2	9	5	1
TEMOZOLOMIDE	GELDANAMYCIN	NCIH520	-3.8225	2	3	3	1
TEMOZOLOMIDE	MK-2206	NCIH520	-5.21	1	3	0	1
TEMOZOLOMIDE	MK-5108	NCIH520	-5.654999999999999	8	3	3	1
TEMOZOLOMIDE	OXALIPLATIN	NCIH520	-5.445	1	3	7	1
TEMOZOLOMIDE	SN-38	NCIH520	-4.065	2	3	0	1
VINBLASTINE	ABT-888	NCIH520	-7.2425	5	5	1	1
VINBLASTINE	DASATINIB	NCIH520	-4.7475000000000005	2	5	7	1
VINBLASTINE	DINACICLIB	NCIH520	-7.0	0	5	9	1
VINBLASTINE	GELDANAMYCIN	NCIH520	-9.2225	7	5	3	1
VINBLASTINE	MK-2206	NCIH520	-4.2625	7	5	0	1
VINBLASTINE	MK-4827	NCIH520	-9.465	0	5	2	1
VINBLASTINE	MK-8669	NCIH520	-5.484999999999999	1	5	4	1
VINBLASTINE	MK-8776	NCIH520	-8.012500000000001	6	5	5	1
VINBLASTINE	TEMOZOLOMIDE	NCIH520	-19.62	7	5	3	1
VINORELBINE	ABT-888	NCIH520	-5.0825000000000005	0	6	1	1
VINORELBINE	DASATINIB	NCIH520	-3.7	7	6	7	1
VINORELBINE	GELDANAMYCIN	NCIH520	-8.865	0	6	3	1
VINORELBINE	MK-4827	NCIH520	-10.3825	7	6	2	1
VINORELBINE	MK-5108	NCIH520	-7.38	1	6	3	1
VINORELBINE	PD325901	NCIH520	-5.34	3	6	9	1
VINORELBINE	TEMOZOLOMIDE	NCIH520	-6.3775	3	6	3	1
5-FU	AZD1775	OCUBM	12.12	7	0	2	2
5-FU	DINACICLIB	OCUBM	3.805	1	0	9	2
5-FU	ERLOTINIB	OCUBM	8.112499999999999	7	0	1	2
5-FU	MK-8776	OCUBM	11.2175	9	0	5	2
5-FU	TEMOZOLOMIDE	OCUBM	3.925	8	0	3	2
ABT-888	BEZ-235	OCUBM	8.355	7	1	3	2
ABT-888	DINACICLIB	OCUBM	4.24	6	1	9	2
ABT-888	GELDANAMYCIN	OCUBM	11.2525	1	1	3	2
ABT-888	MK-8669	OCUBM	3.8975	5	1	4	2
ABT-888	SN-38	OCUBM	7.535	7	1	0	2
ABT-888	SORAFENIB	OCUBM	13.445	3	1	1	2
AZD1775	BEZ-235	OCUBM	8.0025	2	2	3	2
AZD1775	DASATINIB	OCUBM	8.6	0	2	7	2
AZD1775	ERLOTINIB	OCUBM	5.765000000000001	9	2	1	2
AZD1775	GELDANAMYCIN	OCUBM	8.0	1	2	3	2
AZD1775	LAPATINIB	OCUBM	5.672499999999999	6	2	6	2
AZD1775	MK-4827	OCUBM	35.3075	8	2	2	2
AZD1775	MK-5108	OCUBM	4.14	2	2	3	2
AZD1775	MK-8669	OCUBM	11.745	6	2	4	2
AZD1775	MK-8776	OCUBM	24.7625	9	2	5	2
AZD1775	OXALIPLATIN	OCUBM	6.9350000000000005	2	2	7	2
AZD1775	SN-38	OCUBM	6.8525	3	2	0	2
AZD1775	SORAFENIB	OCUBM	5.6525	7	2	1	2
AZD1775	TOPOTECAN	OCUBM	11.5125	8	2	4	2
BEZ-235	OXALIPLATIN	OCUBM	6.805	9	3	7	2
BORTEZOMIB	BEZ-235	OCUBM	4.265000000000001	3	4	3	2
BORTEZOMIB	SN-38	OCUBM	7.4	1	4	0	2
BORTEZOMIB	SORAFENIB	OCUBM	3.84	9	4	1	2
CARBOPLATIN	ABT-888	OCUBM	10.425	5	5	1	2
CARBOPLATIN	AZD1775	OCUBM	12.61	8	5	2	2
CARBOPLATIN	BEZ-235	OCUBM	6.525	2	5	3	2
CARBOPLATIN	DASATINIB	OCUBM	8.095	0	5	7	2
CARBOPLATIN	ERLOTINIB	OCUBM	8.3525	3	5	1	2
CARBOPLATIN	GELDANAMYCIN	OCUBM	13.412499999999998	3	5	3	2
CARBOPLATIN	MK-5108	OCUBM	3.775	3	5	3	2
CARBOPLATIN	MK-8669	OCUBM	10.6225	7	5	4	2
CARBOPLATIN	MK-8776	OCUBM	12.7925	1	5	5	2
CARBOPLATIN	PD325901	OCUBM	4.1225000000000005	7	5	9	2
CARBOPLATIN	SUNITINIB	OCUBM	5.205	2	5	2	2
CARBOPLATIN	TEMOZOLOMIDE	OCUBM	7.525	8	5	3	2
CARBOPLATIN	ZOLINZA	OCUBM	4.05	9	5	7	2
CYCLOPHOSPHAMIDE	ABT-888	OCUBM	9.4625	9	6	1	2
CYCLOPHOSPHAMIDE	AZD1775	OCUBM	3.7825	4	6	2	2
CYCLOPHOSPHAMIDE	BEZ-235	OCUBM	11.655	1	6	3	2
CYCLOPHOSPHAMIDE	DASATINIB	OCUBM	7.439999999999999	0	6	7	2
CYCLOPHOSPHAMIDE	DINACICLIB	OCUBM	8.967500000000001	8	6	9	2
CYCLOPHOSPHAMIDE	ERLOTINIB	OCUBM	6.255	6	6	1	2
CYCLOPHOSPHAMIDE	GELDANAMYCIN	OCUBM	10.0975	0	6	3	2
CYCLOPHOSPHAMIDE	L778123	OCUBM	11.2575	9	6	5	2
CYCLOPHOSPHAMIDE	LAPATINIB	OCUBM	4.9725	2	6	6	2
CYCLOPHOSPHAMIDE	MK-2206	OCUBM	5.955	1	6	0	2
CYCLOPHOSPHAMIDE	MK-4827	OCUBM	10.245	4	6	2	2
CYCLOPHOSPHAMIDE	MK-5108	OCUBM	11.1	1	6	3	2
CYCLOPHOSPHAMIDE	MK-8669	OCUBM	18.335	0	6	4	2
CYCLOPHOSPHAMIDE	MK-8776	OCUBM	8.855	1	6	5	2
CYCLOPHOSPHAMIDE	SORAFENIB	OCUBM	6.654999999999999	0	6	1	2
CYCLOPHOSPHAMIDE	SUNITINIB	OCUBM	6.992500000000001	6	6	2	2
CYCLOPHOSPHAMIDE	TEMOZOLOMIDE	OCUBM	17.1075	4	6	3	2
CYCLOPHOSPHAMIDE	ZOLINZA	OCUBM	7.165000000000001	4	6	7	2
DASATINIB	BEZ-235	OCUBM	6.5425	6	7	3	2
DASATINIB	DINACICLIB	OCUBM	8.1925	8	7	9	2
DASATINIB	GELDANAMYCIN	OCUBM	8.9625	6	7	3	2
DASATINIB	MK-8669	OCUBM	5.762499999999999	4	7	4	2
DASATINIB	MK-8776	OCUBM	6.615	1	7	5	2
DASATINIB	SORAFENIB	OCUBM	4.3375	0	7	1	2
DEXAMETHASONE	ABT-888	OCUBM	4.69	5	8	1	2
DEXAMETHASONE	AZD1775	OCUBM	4.8375	1	8	2	2
DEXAMETHASONE	BEZ-235	OCUBM	8.642500000000002	1	8	3	2
DEXAMETHASONE	DASATINIB	OCUBM	3.7425	8	8	7	2
DEXAMETHASONE	DINACICLIB	OCUBM	5.05	1	8	9	2
DEXAMETHASONE	GELDANAMYCIN	OCUBM	7.510000000000001	3	8	3	2
DEXAMETHASONE	MK-4827	OCUBM	9.3825	9	8	2	2
DEXAMETHASONE	MK-5108	OCUBM	7.175000000000001	2	8	3	2
DEXAMETHASONE	MK-8669	OCUBM	12.5975	5	8	4	2
DEXAMETHASONE	MK-8776	OCUBM	5.864999999999999	9	8	5	2
